id_transformador,data_amostragem,condicao_operacao,gas,valor_ppm
TR03,2023-11-01,Normal,Acetileno,0.0
TR03,2024-04-20,Normal,Acetileno,0.0
TR03,2024-10-24,Normal,Acetileno,0.0
TR03,2025-04-22,Normal,Acetileno,0.0
TR03,2025-10-25,Normal,Acetileno,0.0
TR03,2026-04-22,Normal,Acetileno,0.0
TR03,2026-06-07,Normal,Acetileno,0.0
TR03,2022-11-09,Normal,Dióxido de Carbono,7729.0
TR03,2023-04-15,Normal,Dióxido de Carbono,7782.0
TR03,2023-11-01,Normal,Dióxido de Carbono,7633.0
TR03,2024-04-20,Normal,Dióxido de Carbono,13682.0
TR03,2024-10-24,Normal,Dióxido de Carbono,12890.0
TR03,2025-04-22,Normal,Dióxido de Carbono,17085.0
TR03,2025-10-25,Normal,Dióxido de Carbono,7042.0
TR03,2026-04-22,Normal,Dióxido de Carbono,11348.0
TR03,2026-06-07,Normal,Dióxido de Carbono,9885.0
TR03,2022-11-09,Normal,Etano,2.0
TR03,2023-04-15,Normal,Etano,2.0
TR03,2023-11-01,Normal,Etano,5.0
TR03,2024-04-20,Normal,Etano,8.0
TR03,2024-10-24,Normal,Etano,2.0
TR03,2025-04-22,Normal,Etano,5.0
TR03,2025-10-25,Normal,Etano,1.0
TR03,2026-04-22,Normal,Etano,10.0
TR03,2026-06-07,Normal,Etano,8.0
TR03,2022-11-09,Normal,Etileno,1.0
TR03,2023-04-15,Normal,Etileno,0.0
TR03,2023-11-01,Normal,Etileno,2.0
TR03,2024-04-20,Normal,Etileno,1.0
TR03,2024-10-24,Normal,Etileno,0.0
TR03,2025-04-22,Normal,Etileno,0.0
TR03,2025-10-25,Normal,Etileno,0.0
TR03,2026-04-22,Normal,Etileno,4.0
TR03,2026-06-07,Normal,Etileno,3.0
TR03,2022-11-09,Normal,Hidrogênio,2.0
TR03,2023-04-15,Normal,Hidrogênio,5.0
TR03,2023-11-01,Normal,Hidrogênio,5.0
TR03,2024-04-20,Normal,Hidrogênio,7.0
TR03,2024-10-24,Normal,Hidrogênio,2.0
TR03,2025-04-22,Normal,Hidrogênio,4.0
TR03,2025-10-25,Normal,Hidrogênio,13.0
TR03,2026-04-22,Normal,Hidrogênio,6.0
TR03,2026-06-07,Normal,Hidrogênio,3.0
TR03,2022-11-09,Normal,Metano,82.0
TR03,2023-04-15,Normal,Metano,65.0
TR03,2023-11-01,Normal,Metano,130.0
TR03,2024-04-20,Normal,Metano,172.0
TR03,2024-10-24,Normal,Metano,126.0
TR03,2025-04-22,Normal,Metano,147.0
TR03,2025-10-25,Normal,Metano,86.0
TR03,2026-04-22,Normal,Metano,95.0
TR03,2026-06-07,Normal,Metano,84.0
TR03,2022-11-09,Normal,Monóxido de Carbono,341.0
TR03,2023-04-15,Normal,Monóxido de Carbono,324.0
TR03,2023-11-01,Normal,Monóxido de Carbono,371.0
TR03,2024-04-20,Normal,Monóxido de Carbono,613.0
TR03,2024-10-24,Normal,Monóxido de Carbono,756.0
TR03,2025-04-22,Normal,Monóxido de Carbono,585.0
TR03,2025-10-25,Normal,Monóxido de Carbono,305.0
TR03,2026-04-22,Normal,Monóxido de Carbono,363.0
TR03,2026-06-07,Normal,Monóxido de Carbono,281.0
TR04,2023-09-29,Normal,Acetileno,0.0
TR04,2024-09-30,Normal,Acetileno,0.0
TR04,2024-10-07,Normal,Acetileno,0.0
TR04,2025-01-22,Normal,Acetileno,0.0
TR04,2025-07-25,Normal,Acetileno,0.0
TR04,2026-05-28,Normal,Acetileno,0.0
TR04,2023-09-29,Normal,Dióxido de Carbono,2707.0
TR04,2024-09-30,Normal,Dióxido de Carbono,1805.0
TR04,2024-10-07,Normal,Dióxido de Carbono,1989.0
TR04,2025-01-22,Normal,Dióxido de Carbono,3388.0
TR04,2025-07-25,Normal,Dióxido de Carbono,4142.0
TR04,2026-05-28,Normal,Dióxido de Carbono,1858.0
TR04,2023-09-29,Normal,Etano,0.0
TR04,2024-09-30,Normal,Etano,0.0
TR04,2024-10-07,Normal,Etano,0.0
TR04,2025-01-22,Normal,Etano,0.0
TR04,2025-07-25,Normal,Etano,0.0
TR04,2026-05-28,Normal,Etano,0.0
TR04,2023-09-29,Normal,Etileno,8.0
TR04,2024-09-30,Normal,Etileno,11.0
TR04,2024-10-07,Normal,Etileno,13.0
TR04,2025-01-22,Normal,Etileno,10.0
TR04,2025-07-25,Normal,Etileno,4.0
TR04,2026-05-28,Normal,Etileno,10.0
TR04,2023-09-29,Normal,Hidrogênio,21.0
TR04,2024-09-30,Normal,Hidrogênio,28.0
TR04,2024-10-07,Normal,Hidrogênio,31.0
TR04,2025-01-22,Normal,Hidrogênio,17.0
TR04,2025-07-25,Normal,Hidrogênio,8.0
TR04,2026-05-28,Normal,Hidrogênio,1.0
TR04,2023-09-29,Normal,Metano,2.0
TR04,2024-09-30,Normal,Metano,1.0
TR04,2024-10-07,Normal,Metano,1.0
TR04,2025-01-22,Normal,Metano,2.0
TR04,2025-07-25,Normal,Metano,2.0
TR04,2026-05-28,Normal,Metano,0.0
TR04,2023-09-29,Normal,Monóxido de Carbono,264.0
TR04,2024-09-30,Normal,Monóxido de Carbono,215.0
TR04,2024-10-07,Normal,Monóxido de Carbono,243.0
TR04,2025-01-22,Normal,Monóxido de Carbono,468.0
TR04,2025-07-25,Normal,Monóxido de Carbono,353.0
TR04,2026-05-28,Normal,Monóxido de Carbono,205.0
TR05,2023-08-07,Normal,Acetileno,0.0
TR05,2023-12-21,Normal,Acetileno,0.0
TR05,2024-06-13,Normal,Acetileno,0.0
TR05,2024-12-29,Normal,Acetileno,0.0
TR05,2025-05-08,Normal,Acetileno,0.0
TR05,2025-06-11,Normal,Acetileno,0.0
TR05,2025-11-26,Normal,Acetileno,0.0
TR05,2026-05-20,Normal,Acetileno,0.0
TR05,2023-08-07,Normal,Dióxido de Carbono,1473.0
TR05,2023-12-21,Normal,Dióxido de Carbono,2223.0
TR05,2024-06-13,Normal,Dióxido de Carbono,2385.0
TR05,2024-12-29,Normal,Dióxido de Carbono,1777.0
TR05,2025-05-08,Normal,Dióxido de Carbono,1347.0
TR05,2025-06-11,Normal,Dióxido de Carbono,2437.0
TR05,2025-11-26,Normal,Dióxido de Carbono,813.0
TR05,2026-05-20,Normal,Dióxido de Carbono,1604.0
TR05,2023-08-07,Normal,Etano,0.0
TR05,2023-12-21,Normal,Etano,0.0
TR05,2024-06-13,Normal,Etano,0.0
TR05,2024-12-29,Normal,Etano,0.0
TR05,2025-05-08,Normal,Etano,0.0
TR05,2025-06-11,Normal,Etano,0.0
TR05,2025-11-26,Normal,Etano,1.0
TR05,2026-05-20,Normal,Etano,0.0
TR05,2023-08-07,Normal,Etileno,0.0
TR05,2023-12-21,Normal,Etileno,1.0
TR05,2024-06-13,Normal,Etileno,1.0
TR05,2024-12-29,Normal,Etileno,2.0
TR05,2025-05-08,Normal,Etileno,5.0
TR05,2025-06-11,Normal,Etileno,0.0
TR05,2025-11-26,Normal,Etileno,0.0
TR05,2026-05-20,Normal,Etileno,3.0
TR05,2023-08-07,Normal,Hidrogênio,19.0
TR05,2023-12-21,Normal,Hidrogênio,0.0
TR05,2024-06-13,Normal,Hidrogênio,11.0
TR05,2024-12-29,Normal,Hidrogênio,10.0
TR05,2025-05-08,Normal,Hidrogênio,17.0
TR05,2025-06-11,Normal,Hidrogênio,19.0
TR05,2025-11-26,Normal,Hidrogênio,10.0
TR05,2026-05-20,Normal,Hidrogênio,9.0
TR05,2023-08-07,Normal,Metano,7.0
TR05,2023-12-21,Normal,Metano,3.0
TR05,2024-06-13,Normal,Metano,1.0
TR05,2024-12-29,Normal,Metano,1.0
TR05,2025-05-08,Normal,Metano,2.0
TR05,2025-06-11,Normal,Metano,3.0
TR05,2025-11-26,Normal,Metano,2.0
TR05,2026-05-20,Normal,Metano,2.0
TR05,2023-08-07,Normal,Monóxido de Carbono,156.0
TR05,2023-12-21,Normal,Monóxido de Carbono,207.0
TR05,2024-06-13,Normal,Monóxido de Carbono,205.0
TR05,2024-12-29,Normal,Monóxido de Carbono,99.0
TR05,2025-05-08,Normal,Monóxido de Carbono,132.0
TR05,2025-06-11,Normal,Monóxido de Carbono,220.0
TR05,2025-11-26,Normal,Monóxido de Carbono,235.0
TR05,2026-05-20,Normal,Monóxido de Carbono,116.0
TR06,2023-10-25,Normal,Acetileno,0.0
TR06,2024-04-28,Normal,Acetileno,0.0
TR06,2025-06-27,Normal,Acetileno,0.0
TR06,2025-11-08,Normal,Acetileno,0.0
TR06,2025-11-24,Normal,Acetileno,0.0
TR06,2026-05-14,Normal,Acetileno,0.0
TR06,2023-10-25,Normal,Dióxido de Carbono,4138.0
TR06,2024-04-28,Normal,Dióxido de Carbono,5190.0
TR06,2025-06-27,Normal,Dióxido de Carbono,2390.0
TR06,2025-11-08,Normal,Dióxido de Carbono,4671.0
TR06,2025-11-24,Normal,Dióxido de Carbono,3885.0
TR06,2026-05-14,Normal,Dióxido de Carbono,4351.0
TR06,2023-10-25,Normal,Etano,0.0
TR06,2024-04-28,Normal,Etano,2.0
TR06,2025-06-27,Normal,Etano,0.0
TR06,2025-11-08,Normal,Etano,1.0
TR06,2025-11-24,Normal,Etano,1.0
TR06,2026-05-14,Normal,Etano,2.0
TR06,2023-10-25,Normal,Etileno,22.0
TR06,2024-04-28,Normal,Etileno,24.0
TR06,2025-06-27,Normal,Etileno,10.0
TR06,2025-11-08,Normal,Etileno,5.0
TR06,2025-11-24,Normal,Etileno,10.0
TR06,2026-05-14,Normal,Etileno,20.0
TR06,2023-10-25,Normal,Hidrogênio,7.0
TR06,2024-04-28,Normal,Hidrogênio,3.0
TR06,2025-06-27,Normal,Hidrogênio,14.0
TR06,2025-11-08,Normal,Hidrogênio,4.0
TR06,2025-11-24,Normal,Hidrogênio,1.0
TR06,2026-05-14,Normal,Hidrogênio,3.0
TR06,2023-10-25,Normal,Metano,20.0
TR06,2024-04-28,Normal,Metano,13.0
TR06,2025-06-27,Normal,Metano,9.0
TR06,2025-11-08,Normal,Metano,16.0
TR06,2025-11-24,Normal,Metano,10.0
TR06,2026-05-14,Normal,Metano,15.0
TR06,2023-10-25,Normal,Monóxido de Carbono,1315.0
TR06,2024-04-28,Normal,Monóxido de Carbono,2327.0
TR06,2025-06-27,Normal,Monóxido de Carbono,845.0
TR06,2025-11-08,Normal,Monóxido de Carbono,828.0
TR06,2025-11-24,Normal,Monóxido de Carbono,1064.0
TR06,2026-05-14,Normal,Monóxido de Carbono,1541.0
TR07,2022-01-25,Normal,Acetileno,0.0
TR07,2022-07-07,Normal,Acetileno,0.0
TR07,2023-02-15,Normal,Acetileno,0.0
TR07,2023-07-28,Normal,Acetileno,0.0
TR07,2024-01-28,Normal,Acetileno,0.0
TR07,2024-05-13,Normal,Acetileno,0.0
TR07,2025-03-19,Normal,Acetileno,0.0
TR07,2025-12-05,Normal,Acetileno,0.0
TR07,2026-05-27,Normal,Acetileno,0.0
TR07,2022-01-25,Normal,Dióxido de Carbono,1240.0
TR07,2022-07-07,Normal,Dióxido de Carbono,1601.0
TR07,2023-02-15,Normal,Dióxido de Carbono,2223.0
TR07,2023-07-28,Normal,Dióxido de Carbono,1289.0
TR07,2024-01-28,Normal,Dióxido de Carbono,2604.0
TR07,2024-05-13,Normal,Dióxido de Carbono,2372.0
TR07,2025-03-19,Normal,Dióxido de Carbono,2530.0
TR07,2025-12-05,Normal,Dióxido de Carbono,2833.0
TR07,2026-05-27,Normal,Dióxido de Carbono,1319.0
TR07,2022-01-25,Normal,Etano,0.0
TR07,2022-07-07,Normal,Etano,0.0
TR07,2023-02-15,Normal,Etano,0.0
TR07,2023-07-28,Normal,Etano,0.0
TR07,2024-01-28,Normal,Etano,0.0
TR07,2024-05-13,Normal,Etano,0.0
TR07,2025-03-19,Normal,Etano,1.0
TR07,2025-12-05,Normal,Etano,1.0
TR07,2026-05-27,Normal,Etano,0.0
TR07,2022-01-25,Normal,Etileno,10.0
TR07,2022-07-07,Normal,Etileno,10.0
TR07,2023-02-15,Normal,Etileno,11.0
TR07,2023-07-28,Normal,Etileno,7.0
TR07,2024-01-28,Normal,Etileno,7.0
TR07,2024-05-13,Normal,Etileno,7.0
TR07,2025-03-19,Normal,Etileno,15.0
TR07,2025-12-05,Normal,Etileno,8.0
TR07,2026-05-27,Normal,Etileno,11.0
TR07,2022-01-25,Normal,Hidrogênio,4.0
TR07,2022-07-07,Normal,Hidrogênio,5.0
TR07,2023-02-15,Normal,Hidrogênio,4.0
TR07,2023-07-28,Normal,Hidrogênio,6.0
TR07,2024-01-28,Normal,Hidrogênio,7.0
TR07,2024-05-13,Normal,Hidrogênio,3.0
TR07,2025-03-19,Normal,Hidrogênio,5.0
TR07,2025-12-05,Normal,Hidrogênio,4.0
TR07,2026-05-27,Normal,Hidrogênio,2.0
TR07,2022-01-25,Normal,Metano,5.0
TR07,2022-07-07,Normal,Metano,6.0
TR07,2023-02-15,Normal,Metano,5.0
TR07,2023-07-28,Normal,Metano,6.0
TR07,2024-01-28,Normal,Metano,6.0
TR07,2024-05-13,Normal,Metano,4.0
TR07,2025-03-19,Normal,Metano,6.0
TR07,2025-12-05,Normal,Metano,18.0
TR07,2026-05-27,Normal,Metano,4.0
TR07,2022-01-25,Normal,Monóxido de Carbono,607.0
TR07,2022-07-07,Normal,Monóxido de Carbono,619.0
TR07,2023-02-15,Normal,Monóxido de Carbono,712.0
TR07,2023-07-28,Normal,Monóxido de Carbono,678.0
TR07,2024-01-28,Normal,Monóxido de Carbono,1101.0
TR07,2024-05-13,Normal,Monóxido de Carbono,919.0
TR07,2025-03-19,Normal,Monóxido de Carbono,850.0
TR07,2025-12-05,Normal,Monóxido de Carbono,1081.0
TR07,2026-05-27,Normal,Monóxido de Carbono,581.0
TR08,2020-06-24,Normal,Acetileno,0.0
TR08,2021-01-22,Normal,Acetileno,0.0
TR08,2021-09-15,Normal,Acetileno,0.0
TR08,2022-03-11,Normal,Acetileno,0.0
TR08,2022-08-29,Normal,Acetileno,0.0
TR08,2023-03-03,Normal,Acetileno,0.0
TR08,2023-08-18,Normal,Acetileno,0.0
TR08,2024-03-19,Normal,Acetileno,0.0
TR08,2024-10-29,Normal,Acetileno,0.0
TR08,2025-08-25,Normal,Acetileno,0.0
TR08,2026-04-09,Normal,Acetileno,0.0
TR08,2020-06-24,Normal,Dióxido de Carbono,303.0
TR08,2021-01-22,Normal,Dióxido de Carbono,498.0
TR08,2021-09-15,Normal,Dióxido de Carbono,608.0
TR08,2022-03-11,Normal,Dióxido de Carbono,776.0
TR08,2022-08-29,Normal,Dióxido de Carbono,1195.0
TR08,2023-03-03,Normal,Dióxido de Carbono,893.0
TR08,2023-08-18,Normal,Dióxido de Carbono,680.0
TR08,2024-03-19,Normal,Dióxido de Carbono,1262.0
TR08,2024-10-29,Normal,Dióxido de Carbono,847.0
TR08,2025-08-25,Normal,Dióxido de Carbono,1681.0
TR08,2026-04-09,Normal,Dióxido de Carbono,1015.0
TR08,2020-06-24,Normal,Etano,0.0
TR08,2021-01-22,Normal,Etano,0.0
TR08,2021-09-15,Normal,Etano,0.0
TR08,2022-03-11,Normal,Etano,0.0
TR08,2022-08-29,Normal,Etano,0.0
TR08,2023-03-03,Normal,Etano,0.0
TR08,2023-08-18,Normal,Etano,0.0
TR08,2024-03-19,Normal,Etano,0.0
TR08,2024-10-29,Normal,Etano,0.0
TR08,2025-08-25,Normal,Etano,0.0
TR08,2026-04-09,Normal,Etano,0.0
TR08,2020-06-24,Normal,Etileno,0.0
TR08,2021-01-22,Normal,Etileno,0.0
TR08,2021-09-15,Normal,Etileno,0.0
TR08,2022-03-11,Normal,Etileno,0.0
TR08,2022-08-29,Normal,Etileno,0.0
TR08,2023-03-03,Normal,Etileno,0.0
TR08,2023-08-18,Normal,Etileno,0.0
TR08,2024-03-19,Normal,Etileno,0.0
TR08,2024-10-29,Normal,Etileno,0.0
TR08,2025-08-25,Normal,Etileno,0.0
TR08,2026-04-09,Normal,Etileno,0.0
TR08,2020-06-24,Normal,Hidrogênio,1.0
TR08,2021-01-22,Normal,Hidrogênio,6.0
TR08,2021-09-15,Normal,Hidrogênio,4.0
TR08,2022-03-11,Normal,Hidrogênio,10.0
TR08,2022-08-29,Normal,Hidrogênio,19.0
TR08,2023-03-03,Normal,Hidrogênio,12.0
TR08,2023-08-18,Normal,Hidrogênio,14.0
TR08,2024-03-19,Normal,Hidrogênio,7.0
TR08,2024-10-29,Normal,Hidrogênio,9.0
TR08,2025-08-25,Normal,Hidrogênio,11.0
TR08,2026-04-09,Normal,Hidrogênio,10.0
TR08,2020-06-24,Normal,Metano,1.0
TR08,2021-01-22,Normal,Metano,2.0
TR08,2021-09-15,Normal,Metano,3.0
TR08,2022-03-11,Normal,Metano,3.0
TR08,2022-08-29,Normal,Metano,5.0
TR08,2023-03-03,Normal,Metano,2.0
TR08,2023-08-18,Normal,Metano,3.0
TR08,2024-03-19,Normal,Metano,2.0
TR08,2024-10-29,Normal,Metano,3.0
TR08,2025-08-25,Normal,Metano,5.0
TR08,2026-04-09,Normal,Metano,3.0
TR08,2020-06-24,Normal,Monóxido de Carbono,88.0
TR08,2021-01-22,Normal,Monóxido de Carbono,163.0
TR08,2021-09-15,Normal,Monóxido de Carbono,141.0
TR08,2022-03-11,Normal,Monóxido de Carbono,153.0
TR08,2022-08-29,Normal,Monóxido de Carbono,227.0
TR08,2023-03-03,Normal,Monóxido de Carbono,95.0
TR08,2023-08-18,Normal,Monóxido de Carbono,122.0
TR08,2024-03-19,Normal,Monóxido de Carbono,230.0
TR08,2024-10-29,Normal,Monóxido de Carbono,88.0
TR08,2025-08-25,Normal,Monóxido de Carbono,132.0
TR08,2026-04-09,Normal,Monóxido de Carbono,171.0
TR09,2020-03-01,Normal,Acetileno,0.0
TR09,2020-03-05,Normal,Acetileno,0.0
TR09,2020-07-09,Normal,Acetileno,0.0
TR09,2021-02-10,Normal,Acetileno,0.0
TR09,2021-08-07,Normal,Acetileno,0.0
TR09,2022-02-14,Normal,Acetileno,0.0
TR09,2022-07-23,Normal,Acetileno,0.0
TR09,2023-02-07,Normal,Acetileno,0.0
TR09,2023-10-12,Normal,Acetileno,1.0
TR09,2024-03-18,Normal,Acetileno,0.5
TR09,2024-10-01,Normal,Acetileno,0.0
TR09,2025-03-29,Normal,Acetileno,0.5
TR09,2025-09-09,Normal,Acetileno,0.5
TR09,2026-03-22,Normal,Acetileno,0.9
TR09,2020-03-01,Normal,Dióxido de Carbono,488.0
TR09,2020-03-05,Normal,Dióxido de Carbono,557.0
TR09,2020-07-09,Normal,Dióxido de Carbono,684.0
TR09,2021-02-10,Normal,Dióxido de Carbono,578.0
TR09,2021-08-07,Normal,Dióxido de Carbono,495.0
TR09,2022-02-14,Normal,Dióxido de Carbono,697.0
TR09,2022-07-23,Normal,Dióxido de Carbono,685.0
TR09,2023-02-07,Normal,Dióxido de Carbono,906.0
TR09,2023-10-12,Normal,Dióxido de Carbono,1296.0
TR09,2024-03-18,Normal,Dióxido de Carbono,1333.2
TR09,2024-10-01,Normal,Dióxido de Carbono,1494.6
TR09,2025-03-29,Normal,Dióxido de Carbono,1862.2
TR09,2025-09-09,Normal,Dióxido de Carbono,1704.2
TR09,2026-03-22,Normal,Dióxido de Carbono,1680.9
TR09,2020-03-01,Normal,Etano,0.0
TR09,2020-03-05,Normal,Etano,0.0
TR09,2020-07-09,Normal,Etano,0.0
TR09,2021-02-10,Normal,Etano,0.0
TR09,2021-08-07,Normal,Etano,0.0
TR09,2022-02-14,Normal,Etano,0.0
TR09,2022-07-23,Normal,Etano,0.0
TR09,2023-02-07,Normal,Etano,0.0
TR09,2023-10-12,Normal,Etano,1.0
TR09,2024-03-18,Normal,Etano,0.3
TR09,2024-10-01,Normal,Etano,0.0
TR09,2025-03-29,Normal,Etano,0.2
TR09,2025-09-09,Normal,Etano,0.3
TR09,2026-03-22,Normal,Etano,0.8
TR09,2020-03-01,Normal,Etileno,0.0
TR09,2020-03-05,Normal,Etileno,0.0
TR09,2020-07-09,Normal,Etileno,0.0
TR09,2021-02-10,Normal,Etileno,0.0
TR09,2021-08-07,Normal,Etileno,0.0
TR09,2022-02-14,Normal,Etileno,0.0
TR09,2022-07-23,Normal,Etileno,0.0
TR09,2023-02-07,Normal,Etileno,0.0
TR09,2023-10-12,Normal,Etileno,0.0
TR09,2024-03-18,Normal,Etileno,0.1
TR09,2024-10-01,Normal,Etileno,0.0
TR09,2025-03-29,Normal,Etileno,0.0
TR09,2025-09-09,Normal,Etileno,0.2
TR09,2026-03-22,Normal,Etileno,1.1
TR09,2020-03-01,Normal,Hidrogênio,9.0
TR09,2020-03-05,Normal,Hidrogênio,9.0
TR09,2020-07-09,Normal,Hidrogênio,9.0
TR09,2021-02-10,Normal,Hidrogênio,11.0
TR09,2021-08-07,Normal,Hidrogênio,10.0
TR09,2022-02-14,Normal,Hidrogênio,14.0
TR09,2022-07-23,Normal,Hidrogênio,20.0
TR09,2023-02-07,Normal,Hidrogênio,25.0
TR09,2023-10-12,Normal,Hidrogênio,12.0
TR09,2024-03-18,Normal,Hidrogênio,10.1
TR09,2024-10-01,Normal,Hidrogênio,15.6
TR09,2025-03-29,Normal,Hidrogênio,8.0
TR09,2025-09-09,Normal,Hidrogênio,3.8
TR09,2026-03-22,Normal,Hidrogênio,10.5
TR09,2020-03-01,Normal,Metano,3.0
TR09,2020-03-05,Normal,Metano,2.0
TR09,2020-07-09,Normal,Metano,3.0
TR09,2021-02-10,Normal,Metano,2.0
TR09,2021-08-07,Normal,Metano,3.0
TR09,2022-02-14,Normal,Metano,5.0
TR09,2022-07-23,Normal,Metano,5.0
TR09,2023-02-07,Normal,Metano,8.0
TR09,2023-10-12,Normal,Metano,9.0
TR09,2024-03-18,Normal,Metano,6.0
TR09,2024-10-01,Normal,Metano,2.4
TR09,2025-03-29,Normal,Metano,5.0
TR09,2025-09-09,Normal,Metano,5.4
TR09,2026-03-22,Normal,Metano,7.2
TR09,2020-03-01,Normal,Monóxido de Carbono,109.0
TR09,2020-03-05,Normal,Monóxido de Carbono,102.0
TR09,2020-07-09,Normal,Monóxido de Carbono,136.0
TR09,2021-02-10,Normal,Monóxido de Carbono,109.0
TR09,2021-08-07,Normal,Monóxido de Carbono,146.0
TR09,2022-02-14,Normal,Monóxido de Carbono,242.0
TR09,2022-07-23,Normal,Monóxido de Carbono,246.0
TR09,2023-02-07,Normal,Monóxido de Carbono,318.0
TR09,2023-10-12,Normal,Monóxido de Carbono,329.0
TR09,2024-03-18,Normal,Monóxido de Carbono,484.4
TR09,2024-10-01,Normal,Monóxido de Carbono,889.5
TR09,2025-03-29,Normal,Monóxido de Carbono,467.9
TR09,2025-09-09,Normal,Monóxido de Carbono,517.6
TR09,2026-03-22,Normal,Monóxido de Carbono,587.0
TR10,2020-06-24,Normal,Acetileno,0.0
TR10,2021-01-22,Normal,Acetileno,0.0
TR10,2021-09-14,Normal,Acetileno,0.0
TR10,2022-03-11,Normal,Acetileno,0.0
TR10,2022-08-30,Normal,Acetileno,0.0
TR10,2023-03-03,Normal,Acetileno,0.0
TR10,2023-08-18,Normal,Acetileno,0.0
TR10,2024-03-29,Normal,Acetileno,0.0
TR10,2024-10-29,Normal,Acetileno,0.0
TR10,2025-08-25,Normal,Acetileno,0.0
TR10,2026-04-09,Atenção,Acetileno,0.0
TR10,2020-06-24,Normal,Dióxido de Carbono,229.0
TR10,2021-01-22,Normal,Dióxido de Carbono,496.0
TR10,2021-09-14,Normal,Dióxido de Carbono,538.0
TR10,2022-03-11,Normal,Dióxido de Carbono,610.0
TR10,2022-08-30,Normal,Dióxido de Carbono,2615.0
TR10,2023-03-03,Normal,Dióxido de Carbono,2141.0
TR10,2023-08-18,Normal,Dióxido de Carbono,1020.0
TR10,2024-03-29,Normal,Dióxido de Carbono,2280.0
TR10,2024-10-29,Normal,Dióxido de Carbono,3888.0
TR10,2025-08-25,Normal,Dióxido de Carbono,2850.0
TR10,2026-04-09,Atenção,Dióxido de Carbono,3035.0
TR10,2020-06-24,Normal,Etano,0.0
TR10,2021-01-22,Normal,Etano,0.0
TR10,2021-09-14,Normal,Etano,0.0
TR10,2022-03-11,Normal,Etano,0.0
TR10,2022-08-30,Normal,Etano,0.0
TR10,2023-03-03,Normal,Etano,0.0
TR10,2023-08-18,Normal,Etano,0.0
TR10,2024-03-29,Normal,Etano,0.0
TR10,2024-10-29,Normal,Etano,0.0
TR10,2025-08-25,Normal,Etano,0.0
TR10,2026-04-09,Atenção,Etano,0.0
TR10,2020-06-24,Normal,Etileno,0.0
TR10,2021-01-22,Normal,Etileno,0.0
TR10,2021-09-14,Normal,Etileno,0.0
TR10,2022-03-11,Normal,Etileno,0.0
TR10,2022-08-30,Normal,Etileno,0.0
TR10,2023-03-03,Normal,Etileno,0.0
TR10,2023-08-18,Normal,Etileno,0.0
TR10,2024-03-29,Normal,Etileno,0.0
TR10,2024-10-29,Normal,Etileno,0.0
TR10,2025-08-25,Normal,Etileno,0.0
TR10,2026-04-09,Atenção,Etileno,0.0
TR10,2020-06-24,Normal,Hidrogênio,6.0
TR10,2021-01-22,Normal,Hidrogênio,11.0
TR10,2021-09-14,Normal,Hidrogênio,9.0
TR10,2022-03-11,Normal,Hidrogênio,15.0
TR10,2022-08-30,Normal,Hidrogênio,31.0
TR10,2023-03-03,Normal,Hidrogênio,21.0
TR10,2023-08-18,Normal,Hidrogênio,24.0
TR10,2024-03-29,Normal,Hidrogênio,20.0
TR10,2024-10-29,Normal,Hidrogênio,26.0
TR10,2025-08-25,Normal,Hidrogênio,17.0
TR10,2026-04-09,Atenção,Hidrogênio,6.0
TR10,2020-06-24,Normal,Metano,1.0
TR10,2021-01-22,Normal,Metano,2.0
TR10,2021-09-14,Normal,Metano,3.0
TR10,2022-03-11,Normal,Metano,2.0
TR10,2022-08-30,Normal,Metano,6.0
TR10,2023-03-03,Normal,Metano,3.0
TR10,2023-08-18,Normal,Metano,3.0
TR10,2024-03-29,Normal,Metano,2.0
TR10,2024-10-29,Normal,Metano,3.0
TR10,2025-08-25,Normal,Metano,3.0
TR10,2026-04-09,Atenção,Metano,12.0
TR10,2020-06-24,Normal,Monóxido de Carbono,46.0
TR10,2021-01-22,Normal,Monóxido de Carbono,81.0
TR10,2021-09-14,Normal,Monóxido de Carbono,62.0
TR10,2022-03-11,Normal,Monóxido de Carbono,77.0
TR10,2022-08-30,Normal,Monóxido de Carbono,176.0
TR10,2023-03-03,Normal,Monóxido de Carbono,76.0
TR10,2023-08-18,Normal,Monóxido de Carbono,82.0
TR10,2024-03-29,Normal,Monóxido de Carbono,150.0
TR10,2024-10-29,Normal,Monóxido de Carbono,133.0
TR10,2025-08-25,Normal,Monóxido de Carbono,93.0
TR10,2026-04-09,Atenção,Monóxido de Carbono,1177.0
TR11,2021-02-19,Normal,Acetileno,0.0
TR11,2021-05-03,Normal,Acetileno,0.0
TR11,2022-01-24,Normal,Acetileno,0.0
TR11,2022-07-01,Normal,Acetileno,0.0
TR11,2023-02-13,Normal,Acetileno,0.0
TR11,2023-07-27,Normal,Acetileno,0.0
TR11,2024-01-25,Normal,Acetileno,0.0
TR11,2024-07-18,Normal,Acetileno,0.0
TR11,2025-04-23,Normal,Acetileno,8.0
TR11,2025-11-28,Normal,Acetileno,0.0
TR11,2026-05-28,Normal,Acetileno,0.0
TR11,2021-02-19,Normal,Dióxido de Carbono,9050.0
TR11,2021-05-03,Normal,Dióxido de Carbono,4560.0
TR11,2022-01-24,Normal,Dióxido de Carbono,3159.0
TR11,2022-07-01,Normal,Dióxido de Carbono,7440.0
TR11,2023-02-13,Normal,Dióxido de Carbono,3145.0
TR11,2023-07-27,Normal,Dióxido de Carbono,5040.0
